rn,Wahlkreis 10 (alle Wahlbezirke),Ahrensburg (Briefwahlbezirk Briefwahl II),Ahrensburg (Gemeinde),Ahrensburg (Stimmbezirk Bauhof),Ahrensburg (Stimmbezirk Grundschule Am Hagen),Ahrensburg (Stimmbezirk Stormarnschule I),Amt Breitenfelde,Amt Büchen,Amt Büchen (Briefwahlbezirk Briefwahl 01),Amt Hohe Elbgeest,Amt Hohe Elbgeest (Briefwahlbezirk Briefwahlvorstand I),Amt Lauenburgische Seen,Amt Lauenburgische Seen (Briefwahlbezirk Briefwahl 1),Amt Lütau,Amt Lütau (Briefwahlbezirk Briefwahl Amt Lütau),Amt Sandesneben-Nusse,Amt Sandesneben-Nusse (Briefwahlbezirk Briefwahl WK 10),Amt Schwarzenbek-Land,Amt Schwarzenbek-Land (Briefwahlbezirk Briefwahlbezirk 02 Trauzimmer),Amt Siek,Amt Siek (Briefwahlbezirk Amt Siek),Amt Trittau,Amt Trittau (Briefwahlbezirk Amt Trittau Briefwahl 001),Amt Trittau (Briefwahlbezirk Amt Trittau Briefwahl 002),Amt Trittau (Briefwahlbezirk Amt Trittau Briefwahl 003),Amt Trittau (Briefwahlbezirk Amt Trittau Briefwahl 004),Aumühle (Gemeinde),Aumühle (Stimmbezirk Aumühle 1),Bäk (Gemeinde),Bäk (Stimmbezirk Bäk),Bälau (Gemeinde),Bälau (Stimmbezirk Bälau 002),Barsbüttel (Briefwahlbezirk Barsbüttel Briefwahl 001),Barsbüttel (Briefwahlbezirk Barsbüttel Briefwahl 002),Barsbüttel (Briefwahlbezirk Barsbüttel Briefwahl 003),Barsbüttel (Gemeinde),Barsbüttel (Stimmbezirk Barsbüttel 001),Barsbüttel (Stimmbezirk Barsbüttel 002),Barsbüttel (Stimmbezirk Barsbüttel 003),Barsbüttel (Stimmbezirk Barsbüttel 005),Barsbüttel (Stimmbezirk Barsbüttel 006),Barsbüttel (Stimmbezirk Barsbüttel 007),Barsbüttel (Stimmbezirk Barsbüttel 008),Barsbüttel (Stimmbezirk Barsbüttel 009),Barsbüttel (Stimmbezirk Barsbüttel 010),Barsbüttel (Stimmbezirk Barsbüttel 011/001),Barsbüttel (Stimmbezirk Barsbüttel 011/002),Barsbüttel (Stimmbezirk Barsbüttel 012),Basedow (Gemeinde),Basedow (Stimmbezirk Gemeinde Basedow),Basthorst (Gemeinde),Basthorst (Stimmbezirk Gemeinde Basthorst),Braak (Gemeinde),Braak (Stimmbezirk Braak),Duvensee (Gemeinde),Duvensee (Stimmbezirk Duvensee),Geesthacht (Briefwahlbezirk Geesthacht Stadt Briefwahl 001),Geesthacht (Gemeinde),Geesthacht (Stimmbezirk Geesthacht Stadt 001),Geesthacht (Stimmbezirk Geesthacht Stadt 009),Glinde (Briefwahlbezirk Briefwahl),Glinde (Gemeinde),Glinde (Stimmbezirk 001 Grundschule Tannenweg),Glinde (Stimmbezirk 005 Marcellin-Verbe-Haus),Grande (Gemeinde),Grande (Stimmbezirk Grande),Grönwohld (Gemeinde),Grönwohld (Stimmbezirk Grönwohld),Großensee (Gemeinde),Großensee (Stimmbezirk Großensee),Großhansdorf (Briefwahlbezirk Großhansdorf Briefwahl 001),Großhansdorf (Gemeinde),Großhansdorf (Stimmbezirk Großhansdorf 001),Großhansdorf (Stimmbezirk Großhansdorf 003),Gudow (Gemeinde),Gudow (Stimmbezirk Gudow 01),Gudow (Stimmbezirk Gudow 02),Hamfelde (Gemeinde),Hamfelde (Stimmbezirk Hamfelde),Hoisdorf (Gemeinde),Hoisdorf (Stimmbezirk Hoisdorf),Köthel (Gemeinde),Köthel (Stimmbezirk Köthel),Lauenburg/Elbe (Briefwahlbezirk Briefwahl 1),Lauenburg/Elbe (Briefwahlbezirk Briefwahl 2),Lauenburg/Elbe (Gemeinde),Lauenburg/Elbe (Stimmbezirk Albinus-Gemeinschaftsschule  Raum 1),Lauenburg/Elbe (Stimmbezirk Albinus-Gemeinschaftsschule Raum 2),Lauenburg/Elbe (Stimmbezirk AWO Familienzentrum),Lauenburg/Elbe (Stimmbezirk AWO Wohn-und Servicezentrum Walter Gerling Haus),Lauenburg/Elbe (Stimmbezirk Elbschifffahrtsmuseum),Lauenburg/Elbe (Stimmbezirk Haus der Generationen),Lauenburg/Elbe (Stimmbezirk Jugendherberge),Lauenburg/Elbe (Stimmbezirk Jugendzentrum),Lauenburg/Elbe (Stimmbezirk Kindergarten WABE),Lauenburg/Elbe (Stimmbezirk Stadtbetriebe Bauhof),Lauenburg/Elbe (Stimmbezirk ToM Nachbarschaftstreff),Lauenburg/Elbe (Stimmbezirk Weingartenschule),Lütjensee (Gemeinde),Lütjensee (Stimmbezirk Lütjensee),Mölln (Briefwahlbezirk Mölln Briefwahl 001),Mölln (Gemeinde),Mölln (Stimmbezirk Mölln 001),Mölln (Stimmbezirk Mölln 003),Oststeinbek (Briefwahlbezirk Oststeinbek Briefwahl 001),Oststeinbek (Gemeinde),Oststeinbek (Stimmbezirk Oststeinbek 001),Ratzeburg (Briefwahlbezirk Briefwahlbezirk 1),Ratzeburg (Gemeinde),Ratzeburg (Stimmbezirk Gemeinschaftsschule Lbg. Seen),Ratzeburg (Stimmbezirk Kindertagesstätte "Hand in Hand"),Ratzeburg (Stimmbezirk Rathaus Bürgerbüro),Rausdorf (Gemeinde),Rausdorf (Stimmbezirk Rausdorf),Reinbek (Briefwahlbezirk Briefwahl I),Reinbek (Briefwahlbezirk Briefwahl II),Reinbek (Briefwahlbezirk Briefwahl III),Reinbek (Briefwahlbezirk Briefwahl IV),Reinbek (Briefwahlbezirk Briefwahl V),Reinbek (Briefwahlbezirk Briefwahl VI),Reinbek (Briefwahlbezirk Briefwahl VII),Reinbek (Gemeinde),Reinbek (Stimmbezirk 001 DRK-Zentrum),Reinbek (Stimmbezirk 002 DRK-Zentrum),Reinbek (Stimmbezirk 003 Begegnungsstätte Neuschönningstedt),Reinbek (Stimmbezirk 004 Begegnungsstätte Neuschönningstedt),Reinbek (Stimmbezirk 005 Feuerwache Ohe),Reinbek (Stimmbezirk 006 Grundschule Schönningstedt),Reinbek (Stimmbezirk 007 Grundschule Schönningstedt),Reinbek (Stimmbezirk 008 Rathaus Reinbek),Reinbek (Stimmbezirk 009 Rathaus Reinbek),Reinbek (Stimmbezirk 010 Grundschule Klosterbergen),Reinbek (Stimmbezirk 011 Grundschule Klosterbergen),Reinbek (Stimmbezirk 012 Campusschule),Reinbek (Stimmbezirk 013 Campusschule),Reinbek (Stimmbezirk 014 Campusschule),Schmilau (Gemeinde),Schmilau (Stimmbezirk Schmilau),Schwarzenbek (Briefwahlbezirk Briefwahl 1),Schwarzenbek (Gemeinde),Schwarzenbek (Stimmbezirk Blinde Koppel),Schwarzenbek (Stimmbezirk Mühlenkamp Nord),Schwarzenbek (Stimmbezirk Mühlenkamp Südost),Schwarzenbek (Stimmbezirk Nordost),Schwarzenbek (Stimmbezirk Rülau / Industriegebiet),Schwarzenbek (Stimmbezirk Schwarzenbek Mitte),Schwarzenbek (Stimmbezirk Schwarzenbek Süd),Stapelfeld (Gemeinde),Stapelfeld (Stimmbezirk Stapelfeld),Trittau (Gemeinde),Trittau (Stimmbezirk Trittau),Wentorf b. Hbg. (Briefwahlbezirk Briefwahlbezirk I),Wentorf b. Hbg. (Briefwahlbezirk Briefwahlbezirk II),Wentorf b. Hbg. (Gemeinde),Wentorf b. Hbg. (Stimmbezirk Altentagesstätte Alte Schule),Wentorf b. Hbg. (Stimmbezirk Feuerwehrgerätehaus),Wentorf b. Hbg. (Stimmbezirk Gemeinschaftsschule),Wentorf b. Hbg. (Stimmbezirk Gymnasium I),Wentorf b. Hbg. (Stimmbezirk Gymnasium II),Wentorf b. Hbg. (Stimmbezirk Kindergarten Zauberwald),Wentorf b. Hbg. (Stimmbezirk Kita Sportini Kids),Wentorf b. Hbg. (Stimmbezirk Kita Sportini),Wentorf b. Hbg. (Stimmbezirk Rathaus),Wentorf b. Hbg. (Stimmbezirk Sport-und Jugendheim),Wentorf b. Hbg. (Stimmbezirk Zur Alten 16),Wiershop (Gemeinde),Wiershop (Stimmbezirk Wiershop),Witzhave (Gemeinde),Witzhave (Stimmbezirk Witzhave),Wohltorf (Gemeinde),Wohltorf (Stimmbezirk Wohltorf 1),Wohltorf (Stimmbezirk Wohltorf 2)
CDU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grüne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AfD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Die Partei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freie Wähler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÖDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urbane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humanisten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tierschutzpartei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todenhöfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V-PArtei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonstige,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
